ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
1,Friendly,1872-11-30,Scotland,0,0,England,,1
2,Friendly,1873-03-08,England,4,2,Scotland,,1
3,Friendly,1874-03-07,Scotland,2,1,England,,1
4,Friendly,1875-03-06,England,2,2,Scotland,,1
5,Friendly,1876-03-04,Scotland,3,0,England,,1
6,Friendly,1876-03-25,Scotland,4,0,Wales,,1
7,Friendly,1877-03-03,England,1,3,Scotland,,1
8,Friendly,1877-03-05,Wales,0,2,Scotland,,1
9,Friendly,1878-03-02,Scotland,7,2,England,,1
10,Friendly,1878-03-23,Scotland,9,0,Wales,,1
11,Friendly,1879-01-18,England,2,1,Wales,,1
12,Friendly,1879-04-05,England,5,4,Scotland,,1
13,Friendly,1879-04-07,Wales,0,3,Scotland,,1
14,Friendly,1880-03-13,Scotland,5,4,England,,1
15,Friendly,1880-03-15,Wales,2,3,England,,1
16,Friendly,1880-03-27,Scotland,5,1,Wales,,1
17,Friendly,1881-02-26,England,0,1,Wales,,1
18,Friendly,1881-03-12,England,1,6,Scotland,,1
19,Friendly,1881-03-14,Wales,1,5,Scotland,,1
20,Friendly,1882-02-18,Northern Ireland,0,13,England,,1
21,Friendly,1882-02-25,Wales,7,1,Northern Ireland,,1
22,Friendly,1882-03-11,Scotland,5,1,England,,1
23,Friendly,1882-03-13,Wales,5,3,England,,1
24,Friendly,1882-03-25,Scotland,5,0,Wales,,1
25,Friendly,1883-02-03,England,5,0,Wales,,1
26,Friendly,1883-02-24,England,7,0,Northern Ireland,,1
27,Friendly,1883-03-10,England,2,3,Scotland,,1
28,Friendly,1883-03-12,Wales,0,3,Scotland,,1
29,Friendly,1883-03-17,Northern Ireland,1,1,Wales,,1
30,British Championship,1884-02-09,Wales,6,0,Northern Ireland,,1
31,British Championship,1884-02-23,Northern Ireland,1,8,England,,1
32,British Championship,1884-03-15,Scotland,1,0,England,,1
33,British Championship,1884-03-17,Wales,0,4,England,,1
34,British Championship,1884-03-29,Scotland,4,1,Wales,,1
35,British Championship,1885-02-28,England,4,0,Northern Ireland,,1
36,British Championship,1885-03-14,England,1,1,Wales,,1
37,British Championship,1885-03-21,England,1,1,Scotland,,1
38,British Championship,1885-03-23,Wales,1,8,Scotland,,1
39,British Championship,1885-04-11,Northern Ireland,2,8,Wales,,1
40,Friendly,1885-11-28,United States,0,1,Canada,,1
41,British Championship,1886-02-27,Wales,5,0,Northern Ireland,,1
42,British Championship,1886-03-13,Northern Ireland,1,6,England,,1
43,British Championship,1886-03-27,Scotland,1,1,England,,1
44,British Championship,1886-03-29,Wales,1,3,England,,1
45,British Championship,1886-04-10,Scotland,4,1,Wales,,1
46,Friendly,1886-11-25,United States,3,2,Canada,,1
47,British Championship,1887-02-05,England,7,0,Northern Ireland,,1
48,British Championship,1887-02-26,England,4,0,Wales,,1
49,British Championship,1887-03-12,Northern Ireland,4,1,Wales,,1
50,British Championship,1887-03-19,England,2,3,Scotland,,1
51,British Championship,1887-03-21,Wales,0,2,Scotland,,1
52,British Championship,1888-02-04,England,5,1,Wales,,1
53,British Championship,1888-03-03,Wales,11,0,Northern Ireland,,1
54,British Championship,1888-03-10,Scotland,5,1,Wales,,1
55,British Championship,1888-03-17,Scotland,0,5,England,,1
56,British Championship,1888-04-07,Northern Ireland,1,5,England,,1
57,Friendly,1888-09-19,Scotland,4,0,Canada,,1
58,British Championship,1889-02-23,England,4,1,Wales,,1
59,British Championship,1889-03-02,England,6,1,Northern Ireland,,1
60,British Championship,1889-04-13,England,2,3,Scotland,,1
61,British Championship,1889-04-15,Wales,0,0,Scotland,,1
62,British Championship,1889-04-27,Northern Ireland,1,3,Wales,,1
63,British Championship,1890-02-08,Wales,5,2,Northern Ireland,,0
64,British Championship,1890-03-15,Northern Ireland,1,9,England,,1
65,British Championship,1890-03-15,Wales,1,3,England,,1
66,British Championship,1890-03-22,Scotland,5,0,Wales,,1
67,British Championship,1890-04-05,Scotland,1,1,England,,1
68,British Championship,1891-02-07,Northern Ireland,7,2,Wales,,1
69,British Championship,1891-03-07,England,4,1,Wales,,1
70,British Championship,1891-03-07,England,6,1,Northern Ireland,,1
71,British Championship,1891-03-21,Wales,3,4,Scotland,,1
72,British Championship,1891-04-06,England,2,1,Scotland,,1
73,British Championship,1892-02-27,Wales,1,1,Northern Ireland,,1
74,British Championship,1892-03-05,Northern Ireland,0,2,England,,1
75,British Championship,1892-03-05,Wales,0,2,England,,1
76,British Championship,1892-03-26,Scotland,6,1,Wales,,1
77,British Championship,1892-04-02,Scotland,1,4,England,,1
78,British Championship,1893-02-25,England,6,1,Northern Ireland,,1
79,British Championship,1893-03-13,England,6,0,Wales,,1
80,British Championship,1893-03-18,Wales,0,8,Scotland,,1
81,British Championship,1893-04-01,England,5,2,Scotland,,1
82,British Championship,1894-02-24,Wales,4,1,Northern Ireland,,1
83,British Championship,1894-03-03,Northern Ireland,2,2,England,,1
84,British Championship,1894-03-12,Wales,1,5,England,,1
85,British Championship,1894-03-24,Scotland,5,2,Wales,,1
86,British Championship,1894-04-07,Scotland,2,2,England,,1
87,British Championship,1895-03-09,England,9,0,Northern Ireland,,1
88,British Championship,1895-03-16,Northern Ireland,2,2,Wales,,1
89,British Championship,1895-03-18,England,1,1,Wales,,1
90,British Championship,1895-03-23,Wales,2,2,Scotland,,1
91,British Championship,1895-04-06,England,3,0,Scotland,,1
92,British Championship,1896-02-29,Wales,6,1,Northern Ireland,,1
93,British Championship,1896-03-07,Northern Ireland,0,2,England,,1
94,British Championship,1896-03-16,Wales,1,9,England,,1
95,British Championship,1896-03-21,Scotland,4,0,Wales,,1
96,British Championship,1896-04-04,Scotland,2,1,England,,1
97,British Championship,1897-02-20,England,6,0,Northern Ireland,,1
98,British Championship,1897-03-06,Northern Ireland,4,3,Wales,,1
99,British Championship,1897-03-20,Wales,2,2,Scotland,,1
100,British Championship,1897-03-29,England,4,0,Wales,,1
101,British Championship,1897-04-03,England,1,2,Scotland,,1
102,British Championship,1898-02-19,Wales,0,1,Northern Ireland,,1
103,British Championship,1898-03-05,Northern Ireland,2,3,England,,1
104,British Championship,1898-03-19,Scotland,5,2,Wales,,1
105,British Championship,1898-03-28,Wales,0,3,England,,1
106,British Championship,1898-04-02,Scotland,1,3,England,,1
107,British Championship,1899-02-18,England,13,2,Northern Ireland,,1
108,British Championship,1899-03-04,Northern Ireland,1,0,Wales,,1
109,British Championship,1899-03-18,Wales,0,6,Scotland,,1
110,British Championship,1899-03-20,England,4,0,Wales,,1
111,British Championship,1899-04-08,England,2,1,Scotland,,1
112,British Championship,1900-03-02,Scotland,5,2,Wales,,1
113,British Championship,1900-02-24,Wales,2,0,Northern Ireland,,1
114,British Championship,1900-03-17,Northern Ireland,0,2,England,,1
115,British Championship,1900-03-26,Wales,1,1,England,,1
116,British Championship,1900-07-04,Scotland,4,1,England,,1
117,British Championship,1901-02-03,Wales,1,1,Scotland,,1
118,British Championship,1901-09-03,England,3,0,Northern Ireland,,1
119,British Championship,1901-03-18,England,6,0,Wales,,1
120,British Championship,1901-03-23,Northern Ireland,0,1,Wales,,1
121,British Championship,1901-03-30,England,2,2,Scotland,,1
122,British Championship,1902-02-22,Wales,0,3,Northern Ireland,,1
123,British Championship,1902-03-03,Wales,0,0,England,,1
124,British Championship,1902-03-15,Scotland,5,1,Wales,,1
125,British Championship,1902-03-22,Northern Ireland,0,1,England,,1
126,British Championship,1902-03-05,England,2,2,Scotland,,1
127,Friendly,1902-07-20,Uruguay,0,6,Argentina,,1
128,British Championship,1903-02-14,England,4,0,Northern Ireland,,1
129,British Championship,1903-02-03,England,2,1,Wales,,1
130,British Championship,1903-09-03,Wales,0,1,Scotland,,1
131,British Championship,1903-03-28,Northern Ireland,2,0,Wales,,1
132,British Championship,1903-04-04,England,1,2,Scotland,,1
133,Friendly,1903-09-13,Argentina,2,3,Uruguay,,1
134,British Championship,1904-02-29,Wales,2,2,England,,1
135,British Championship,1904-12-03,Northern Ireland,1,3,England,,1
136,British Championship,1904-12-03,Scotland,1,1,Wales,,1
137,British Championship,1904-03-21,Wales,0,1,Northern Ireland,,1
138,British Championship,1904-09-04,Scotland,0,1,England,,1
139,Friendly,1904-01-05,Belgium,3,3,France,,1
140,Friendly,1905-12-02,France,1,0,Switzerland,,1
141,British Championship,1905-02-25,England,1,1,Northern Ireland,,1
142,British Championship,1905-06-03,Wales,3,1,Scotland,,1
143,British Championship,1905-03-27,England,3,1,Wales,,1
144,British Championship,1905-01-04,England,1,0,Scotland,,1
145,British Championship,1905-08-04,Northern Ireland,2,2,Wales,,1
146,Friendly,1905-04-30,Belgium,1,4,Netherlands,,1
147,Friendly,1905-07-05,Belgium,7,0,France,,1
148,Friendly,1905-05-14,Netherlands,4,0,Belgium,,1
149,Copa Lipton,1905-08-15,Argentina,0,0,Uruguay,,1
150,British Championship,1906-02-17,Northern Ireland,0,5,England,,1
151,British Championship,1906-03-03,Scotland,0,2,Wales,,1
152,British Championship,1906-03-19,Wales,0,1,England,,1
153,British Championship,1906-02-04,Wales,4,4,Northern Ireland,,1
154,British Championship,1906-07-04,Scotland,2,1,England,,1
155,Friendly,1906-04-22,France,0,5,Belgium,,1
156,Friendly,1906-04-29,Belgium,5,0,Netherlands,,1
157,Friendly,1906-05-13,Netherlands,2,3,Belgium,,1
158,Copa Lipton,1906-08-15,Uruguay,0,2,Argentina,,1
159,Copa Newton,1906-10-21,Argentina,2,1,Uruguay,,1
160,British Championship,1907-02-16,England,1,0,Northern Ireland,,1
161,British Championship,1907-02-23,Northern Ireland,2,3,Wales,,1
162,British Championship,1907-04-03,Wales,1,0,Scotland,,1
163,British Championship,1907-03-18,England,1,1,Wales,,1
164,British Championship,1907-06-04,England,1,1,Scotland,,1
165,Friendly,1907-04-14,Belgium,1,3,Netherlands,,1
166,Friendly,1907-04-21,Belgium,1,2,France,,1
167,Friendly,1907-09-05,Netherlands,1,2,Belgium,,1
168,British Championship,1908-02-15,Northern Ireland,1,3,England,,1
169,British Championship,1908-07-03,Scotland,2,1,Wales,,1
170,Friendly,1908-08-03,Switzerland,1,2,France,,1
171,British Championship,1908-03-16,Wales,1,7,England,,1
172,Friendly,1908-03-29,Belgium,1,4,Netherlands,,1
173,British Championship,1908-04-04,Scotland,1,1,England,,1
174,Friendly,1908-05-04,Switzerland,5,3,Germany,,1
175,British Championship,1908-11-04,Wales,0,1,Northern Ireland,,1
176,Friendly,1908-12-04,France,1,2,Belgium,,1
177,Friendly,1908-04-26,Netherlands,3,1,Belgium,,1
178,Friendly,1908-10-05,Netherlands,4,1,France,,1
179,Friendly,1908-06-06,Austria,1,6,England,,1
180,Friendly,1908-07-06,Austria,3,2,Germany,,1
181,Friendly,1908-08-06,Austria,1,11,England,,1
182,Friendly,1908-10-06,Hungary,0,7,England,,1
183,Friendly,1908-06-13,Czechoslovakia,0,4,England,,1
184,Copa Lipton,1908-08-15,Uruguay,2,2,Argentina,,1
185,Copa Newton,1908-09-13,Argentina,2,1,Uruguay,,1
186,Copa Premio Honor Argentino,1908-04-10,Argentina,0,1,Uruguay,,1
187,Friendly,1908-10-25,Netherlands,5,3,Sweden,,1
188,Friendly,1908-10-26,Belgium,2,1,Sweden,,1
189,British Championship,1909-02-13,England,4,0,Northern Ireland,,1
190,British Championship,1909-01-03,Wales,3,2,Scotland,,1
191,British Championship,1909-03-15,England,2,0,Wales,,1
192,British Championship,1909-03-20,Northern Ireland,2,3,Wales,,1
193,Friendly,1909-03-21,Belgium,1,4,Netherlands,,1
194,British Championship,1909-03-04,England,2,0,Scotland,,1
195,Friendly,1909-04-04,Germany,1,0,Switzerland,,1
196,Friendly,1909-04-04,Hungary,3,3,Germany,,1
197,Friendly,1909-04-25,Netherlands,4,1,Belgium,,1
198,Friendly,1909-09-05,Belgium,5,2,France,,1
199,Friendly,1909-05-29,Hungary,2,4,England,,1
200,Friendly,1909-05-31,Hungary,2,8,England,,1
201,Friendly,1909-01-06,Austria,1,8,England,,1
202,Copa Lipton,1909-08-15,Argentina,2,1,Uruguay,,1
203,Copa Newton,1909-09-19,Uruguay,2,2,Argentina,,1
204,Copa Premio Honor Argentino,1909-10-10,Argentina,3,1,Uruguay,,1
205,British Championship,1910-12-02,Northern Ireland,1,1,England,,1
206,British Championship,1910-05-03,Scotland,1,0,Wales,,1
207,Friendly,1910-03-13,Belgium,3,2,Netherlands,,1
208,British Championship,1910-03-14,Wales,0,1,England,,1
209,British Championship,1910-02-04,Scotland,2,0,England,,1
210,Friendly,1910-03-04,France,0,4,Belgium,,1
211,Friendly,1910-03-04,Switzerland,2,3,Germany,,1
212,Friendly,1910-10-04,Netherlands,7,0,Belgium,,1
213,British Championship,1910-11-04,Wales,4,1,Northern Ireland,,1
214,Friendly,1910-04-24,Netherlands,4,2,Germany,,1
215,Friendly,1910-05-15,Italy,6,2,France,,1
216,Friendly,1910-05-16,Germany,0,3,Belgium,,1
217,Friendly,1910-05-27,Argentina,3,1,Chile,,1
218,Friendly,1910-05-29,Chile,0,3,Uruguay,,0
219,Friendly,1910-05-06,Argentina,5,1,Chile,,1
220,Friendly,1910-12-06,Argentina,4,1,Uruguay,,1
221,Copa Lipton,1910-08-15,Uruguay,3,1,Argentina,,1
222,Friendly,1910-11-09,Chile,0,3,Argentina,,1
223,Friendly,1910-10-16,Germany,1,2,Netherlands,,1
224,Copa Premio Honor Argentino,1910-11-13,Argentina,1,1,Uruguay,,1
225,Copa Premio Honor Argentino,1910-11-27,Argentina,2,6,Uruguay,,1
226,Friendly,1911-01-01,France,0,3,Hungary,,1
227,Friendly,1911-08-01,Switzerland,2,0,Hungary,,1
228,British Championship,1911-01-28,Northern Ireland,1,2,Wales,,1
229,British Championship,1911-11-02,England,2,1,Northern Ireland,,1
230,British Championship,1911-06-03,Wales,2,2,Scotland,,1
231,British Championship,1911-03-13,England,3,0,Wales,,1
232,Friendly,1911-03-19,Belgium,1,5,Netherlands,,1
233,Friendly,1911-03-26,Germany,6,2,Switzerland,,1
234,British Championship,1911-01-04,England,1,1,Scotland,,1
235,Friendly,1911-02-04,Netherlands,3,1,Belgium,,1
236,Friendly,1911-09-04,France,2,2,Italy,,1
237,Friendly,1911-04-23,Belgium,2,1,Germany,,1
238,Friendly,1911-04-23,Switzerland,5,2,France,,1
239,Friendly,1911-04-30,Belgium,7,1,France,,1
240,Friendly,1911-07-05,Italy,2,2,Switzerland,,1
241,Friendly,1911-05-21,Switzerland,3,0,Italy,,1
242,Friendly,1911-06-18,Sweden,2,4,Germany,,1
243,Copa Lipton,1911-08-15,Argentina,0,2,Uruguay,,1
244,Copa Newton,1911-09-17,Uruguay,2,3,Argentina,,1
245,Copa Premio Honor Uruguayo,1911-08-10,Uruguay,1,1,Argentina,,1
246,Friendly,1911-09-10,Germany,1,2,Austria,,1
247,Copa Premio Honor Argentino,1911-10-22,Argentina,2,0,Uruguay,,1
248,Friendly,1911-10-29,Germany,1,3,Sweden,,1
249,Friendly,1911-10-29,Hungary,9,0,Switzerland,,1
250,Friendly,1911-10-29,Luxembourg,1,4,France,,1
251,Copa Premio Honor Uruguayo,1911-10-29,Uruguay,3,0,Argentina,,1
252,Friendly,1911-12-17,Germany,1,4,Hungary,,1
253,Friendly,1912-01-28,France,1,1,Belgium,,1
254,British Championship,1912-10-02,Northern Ireland,1,6,England,,1
255,Friendly,1912-10-02,France,7,0,Catalonia,,1
256,Friendly,1912-02-18,France,4,1,Switzerland,,1
257,Friendly,1912-02-20,Belgium,9,2,Switzerland,,1
258,British Championship,1912-02-03,Scotland,1,0,Wales,,1
259,Friendly,1912-10-03,Belgium,1,2,Netherlands,,1
260,British Championship,1912-11-03,Wales,0,2,England,,1
261,Friendly,1912-03-17,Italy,3,4,France,,1
262,British Championship,1912-03-23,Scotland,1,1,England,,1
263,Friendly,1912-03-24,Netherlands,5,5,Germany,,1
264,British Championship,1912-04-13,Wales,2,3,Northern Ireland,,1
265,Friendly,1912-04-14,Hungary,4,4,Germany,,1
266,Friendly,1912-04-28,Netherlands,4,3,Belgium,,1
267,Friendly,1912-05-05,Switzerland,1,2,Germany,,1
268,Friendly,1912-05-07,Netherlands,3,1,Austria,,0
269,Copa Lipton,1912-08-15,Uruguay,2,0,Argentina,,1
270,Copa Premio Honor Uruguayo,1912-08-25,Uruguay,3,0,Argentina,,1
271,Copa Premio Honor Argentino,1912-09-22,Argentina,0,1,Uruguay,,1
272,Copa Newton,1912-06-10,Argentina,3,3,Uruguay,,1
273,Friendly,1912-06-10,Denmark,3,1,Germany,,1
274,Friendly,1912-11-17,Germany,2,3,Netherlands,,1
275,Friendly,1912-01-12,Uruguay,1,3,Argentina,,1
276,Friendly,1912-01-12,Catalonia,1,0,France,,1
277,Friendly,1913-12-01,France,1,0,Italy,,1
278,British Championship,1913-01-18,Northern Ireland,0,1,Wales,,1
279,British Championship,1913-02-15,Northern Ireland,2,1,England,,1
280,Friendly,1913-02-16,Belgium,3,0,France,,1
281,British Championship,1913-03-03,Wales,0,0,Scotland,,1
282,Friendly,1913-09-03,Belgium,3,3,Netherlands,,1
283,Friendly,1913-09-03,Switzerland,1,4,France,,1
284,British Championship,1913-03-17,England,4,3,Wales,,1
285,British Championship,1913-05-04,England,1,0,Scotland,,1
286,Friendly,1913-04-20,France,8,0,Luxembourg,,1
287,Friendly,1913-04-20,Netherlands,2,4,Belgium,,1
288,Friendly,1913-01-05,Italy,1,0,Belgium,,1
289,Friendly,1913-04-05,Switzerland,1,2,Belgium,,1
290,Friendly,1913-05-18,Germany,1,2,Switzerland,,1
291,Friendly,1913-05-25,Denmark,8,0,Sweden,,1
292,Friendly,1913-06-15,Argentina,1,1,Uruguay,,1
293,Friendly,1913-09-07,Argentina,2,1,Uruguay,,1
294,Copa Lipton,1913-08-15,Argentina,4,0,Uruguay,,1
295,Copa Premio Honor Argentino,1913-08-31,Argentina,2,0,Uruguay,,1
296,Friendly,1913-09-21,Chile,0,2,Argentina,,1
297,Friendly,1913-05-10,Sweden,0,10,Denmark,,1
298,Copa Premio Honor Uruguayo,1913-05-10,Uruguay,1,0,Argentina,,1
299,Friendly,1913-10-26,Germany,1,4,Denmark,,1
300,Copa Newton,1913-10-26,Uruguay,1,0,Argentina,,1
301,Friendly,1913-02-11,Belgium,2,0,Switzerland,,1
302,Friendly,1913-11-23,Belgium,6,2,Germany,,1
303,British Championship,1914-01-19,Wales,1,2,Northern Ireland,,1
304,Friendly,1914-01-25,France,4,3,Belgium,,1
305,Friendly,1914-08-02,Luxembourg,5,4,France,,1
306,British Championship,1914-02-14,England,0,3,Northern Ireland,,1
307,British Championship,1914-02-28,Scotland,0,0,Wales,,1
308,Friendly,1914-08-03,France,2,2,Switzerland,,1
309,Friendly,1914-03-15,Belgium,2,4,Netherlands,,1
310,British Championship,1914-03-16,Wales,0,2,England,,1
311,Friendly,1914-03-29,Italy,2,0,France,,1
312,Friendly,1914-05-04,Italy,1,1,Switzerland,,1
313,Friendly,1914-05-04,Netherlands,4,4,Germany,,1
314,British Championship,1914-04-14,Scotland,3,1,England,,1
315,Friendly,1914-04-26,Netherlands,4,2,Belgium,,1
316,Friendly,1914-05-17,Denmark,4,3,Netherlands,,1
317,Friendly,1914-05-17,Switzerland,0,1,Italy,,1
318,Friendly,1914-05-31,Hungary,5,1,France,,1
319,Copa Premio Honor Uruguayo,1914-08-30,Uruguay,3,2,Argentina,,1
320,Copa Premio Honor Argentino,1914-09-13,Argentina,2,1,Uruguay,,1
321,Friendly,1914-09-20,Argentina,3,0,Brazil,,1
322,Copa Roca,1914-09-27,Argentina,0,1,Brazil,,1
323,Friendly,1915-01-31,Italy,3,1,Switzerland,,1
324,Friendly,1915-06-06,Denmark,2,0,Sweden,,1
325,Copa Premio Honor Uruguayo,1915-07-18,Uruguay,2,3,Argentina,,1
326,Copa Lipton,1915-08-15,Argentina,2,1,Uruguay,,1
327,Copa Newton,1915-12-09,Uruguay,2,0,Argentina,,1
328,Friendly,1915-09-19,Denmark,8,1,Norway,,1
329,Friendly,1915-10-31,Sweden,0,2,Denmark,,1
330,Friendly,1916-04-06,Denmark,2,0,Sweden,,1
331,Friendly,1916-06-25,Norway,0,2,Denmark,,1
332,Copa America,1916-02-07,Chile,0,4,Uruguay,,0
333,Copa America,1916-06-07,Argentina,6,1,Chile,,1
334,Copa America,1916-08-07,Brazil,1,1,Chile,,0
335,Copa America,1916-10-07,Argentina,1,1,Brazil,,1
336,Friendly,1916-12-07,Argentina,1,0,Chile,,1
337,Copa America,1916-12-07,Brazil,1,2,Uruguay,,0
338,Friendly,1916-07-14,Uruguay,4,1,Chile,,1
339,Copa America,1916-07-17,Argentina,0,0,Uruguay,,1
340,Friendly,1916-07-18,Uruguay,0,1,Brazil,,1
341,Copa Newton,1916-08-15,Argentina,3,1,Uruguay,,1
342,Copa Lipton,1916-08-15,Uruguay,1,2,Argentina,,1
343,Friendly,1916-08-20,Sweden,2,3,United States,,1
344,Friendly,1916-03-09,Norway,1,1,United States,,1
345,Friendly,1916-01-10,Argentina,7,2,Uruguay,,1
346,Copa Premio Honor Uruguayo,1916-01-10,Uruguay,0,1,Argentina,,1
347,Friendly,1916-08-10,Sweden,4,0,Denmark,,1
348,Friendly,1916-10-15,Denmark,8,0,Norway,,1
349,Friendly,1916-10-29,Uruguay,3,1,Argentina,,1
350,Friendly,1917-07-05,Japan,2,15,Philippines,,1
351,Friendly,1917-03-06,Denmark,1,1,Sweden,,1
352,Friendly,1917-06-17,Norway,1,2,Denmark,,1
353,Copa Premio Honor Uruguayo,1917-07-18,Uruguay,0,2,Argentina,,1
354,Copa Lipton,1917-08-15,Argentina,1,0,Uruguay,,1
355,Copa Newton,1917-02-09,Uruguay,1,0,Argentina,,1
356,Copa America,1917-09-30,Uruguay,4,0,Chile,,1
357,Copa America,1917-03-10,Argentina,4,2,Brazil,,0
358,Copa America,1917-06-10,Argentina,1,0,Chile,,0
359,Friendly,1917-07-10,Denmark,12,0,Norway,,1
360,Copa America,1917-07-10,Uruguay,4,0,Brazil,,1
361,Copa America,1917-12-10,Brazil,5,0,Chile,,0
362,Friendly,1917-10-14,Sweden,1,2,Denmark,,1
363,Copa America,1917-10-14,Uruguay,1,0,Argentina,,1
364,Friendly,1917-10-16,Uruguay,3,1,Brazil,,1
365,Friendly,1917-12-23,Switzerland,0,1,Austria,,1
366,Friendly,1917-12-26,Switzerland,3,2,Austria,,1
367,Friendly,1918-09-05,Austria,5,1,Switzerland,,1
368,Friendly,1918-12-05,Hungary,2,1,Switzerland,,1
369,Friendly,1918-02-06,Denmark,3,0,Sweden,,1
370,Friendly,1918-06-16,Norway,3,1,Denmark,,1
371,Copa Premio Honor Uruguayo,1918-07-18,Uruguay,1,1,Argentina,,1
372,Copa Premio Honor Uruguayo,1918-07-28,Uruguay,3,1,Argentina,,1
373,Copa Premio Honor Argentino,1918-08-15,Argentina,0,0,Uruguay,,1
374,Copa Premio Honor Argentino,1918-08-25,Argentina,2,1,Uruguay,,1
375,Copa Lipton,1918-09-20,Uruguay,1,1,Argentina,,1
376,Copa Newton,1918-09-29,Argentina,2,0,Uruguay,,1
377,Friendly,1918-06-10,Denmark,4,0,Norway,,1
378,Friendly,1918-10-20,Sweden,1,2,Denmark,,1
379,Friendly,1919-09-03,Belgium,2,2,France,,1
380,Copa America,1919-11-05,Brazil,6,0,Chile,,1
381,Friendly,1919-11-05,Paraguay,1,5,Argentina,,1
382,Copa America,1919-05-13,Argentina,2,3,Uruguay,,0
383,Friendly,1919-05-15,Paraguay,0,3,Argentina,,1
384,Copa America,1919-05-17,Chile,0,2,Uruguay,,0
385,Copa America,1919-05-18,Brazil,3,1,Argentina,,1
386,Friendly,1919-05-21,Paraguay,1,2,Argentina,,1
387,Copa America,1919-05-22,Argentina,4,1,Chile,,0
388,Friendly,1919-05-24,Paraguay,1,2,Argentina,,1
389,Copa America,1919-05-26,Brazil,2,2,Uruguay,,1
390,Copa America,1919-05-29,Brazil,1,0,Uruguay,,1
391,Friendly,1919-01-06,Brazil,3,3,Argentina,,1
392,Friendly,1919-05-06,Denmark,3,0,Sweden,,1
393,Friendly,1919-09-06,Netherlands,3,1,Sweden,,1
394,Friendly,1919-12-06,Denmark,5,1,Norway,,1
395,Copa Premio Honor Uruguayo,1919-07-18,Uruguay,4,1,Argentina,,1
396,Friendly,1919-08-24,Sweden,4,1,Netherlands,,1
397,Copa Newton,1919-08-24,Uruguay,2,1,Argentina,,1
398,Friendly,1919-08-31,Norway,1,1,Netherlands,,1
399,Copa Lipton,1919-07-09,Argentina,1,2,Uruguay,,1
400,Friendly,1919-09-21,Norway,3,2,Denmark,,1
401,Friendly,1919-12-10,Sweden,3,0,Denmark,,1
402,Copa Premio Honor Argentino,1919-10-19,Argentina,6,1,Uruguay,,1
403,British Championship,1919-10-25,Northern Ireland,1,1,England,,1
404,Friendly,1919-07-12,Uruguay,4,2,Argentina,,1
405,Friendly,1920-01-18,Italy,9,4,France,,1
406,British Championship,1920-02-14,Northern Ireland,2,2,Wales,,1
407,British Championship,1920-02-26,Wales,1,1,Scotland,,1
408,Friendly,1920-02-29,Switzerland,0,2,France,,1
409,British Championship,1920-03-15,England,1,2,Wales,,1
410,Friendly,1920-03-28,France,2,1,Belgium,,1
411,Friendly,1920-03-28,Switzerland,3,0,Italy,,1
412,Friendly,1920-05-04,Netherlands,2,0,Denmark,,1
413,British Championship,1920-10-04,England,5,4,Scotland,,1
414,Friendly,1920-05-13,Italy,1,1,Netherlands,,1
415,Friendly,1920-05-16,Switzerland,2,1,Netherlands,,1
416,Friendly,1920-06-06,Sweden,0,1,Switzerland,,1
417,Friendly,1920-06-13,Norway,1,1,Denmark,,1
418,Friendly,1920-06-27,Switzerland,4,1,Germany,,1
419,Copa Premio Honor Uruguayo,1920-07-18,Uruguay,2,0,Argentina,,1
420,Copa Newton,1920-07-25,Argentina,1,3,Uruguay,,1
421,Copa Premio Honor Argentino,1920-08-08,Argentina,1,0,Uruguay,,1
422,Copa America,1920-11-09,Chile,0,1,Brazil,,1
423,Copa America,1920-12-09,Uruguay,1,1,Argentina,,0
424,Copa America,1920-09-18,Brazil,0,6,Uruguay,,0
425,Copa America,1920-09-20,Chile,1,1,Argentina,,1
426,Copa America,1920-09-25,Argentina,2,0,Brazil,,0
427,Friendly,1920-09-26,Austria,3,2,Germany,,1
428,Copa America,1920-03-10,Chile,1,2,Uruguay,,1
429,Friendly,1920-10-10,Sweden,0,2,Denmark,,1
430,British Championship,1920-10-23,England,2,0,Northern Ireland,,1
431,Friendly,1920-10-24,Germany,1,0,Hungary,,1
432,British Championship,1921-12-02,Scotland,2,1,Wales,,1
433,Friendly,1921-02-20,France,1,2,Italy,,1
434,Friendly,1921-06-03,Belgium,3,1,France,,1
435,Friendly,1921-06-03,Italy,2,1,Switzerland,,1
436,British Championship,1921-03-14,Wales,0,0,England,,1
437,Friendly,1921-07-04,Paraguay,3,1,Argentina,,1
438,British Championship,1921-09-04,Scotland,3,0,England,,1
439,British Championship,1921-09-04,Wales,2,1,Northern Ireland,,1
440,Friendly,1921-04-14,Paraguay,2,2,Argentina,,1
441,Friendly,1921-01-05,Switzerland,2,2,Austria,,1
442,Friendly,1921-05-05,Belgium,2,3,Italy,,1
443,Friendly,1921-05-05,Germany,3,3,Austria,,1
444,Friendly,1921-08-05,Netherlands,2,2,Italy,,1
445,Friendly,1921-05-15,Belgium,1,1,Netherlands,,1
446,Friendly,1921-05-21,Belgium,0,2,England,,1
447,Friendly,1921-05-30,Japan,0,3,Philippines,,0
448,Friendly,1921-05-06,Hungary,3,0,Germany,,1
449,Friendly,1921-12-06,Denmark,1,1,Netherlands,,1
450,Friendly,1921-09-07,Canada,0,1,Scotland,,1
