ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
12991,UEFA Euro qualification,2007-10-17,Azerbaijan,1,6,Serbia,,1
12992,UEFA Euro qualification,2007-10-17,Belgium,3,0,Armenia,,1
12993,FIFA World Cup qualification,2007-10-17,Brazil,5,0,Ecuador,,1
12994,Friendly,2007-10-17,Costa Rica,1,1,Haiti,,1
12995,UEFA Euro qualification,2007-10-17,Denmark,3,1,Latvia,,1
12996,Friendly,2007-10-17,Finland,0,0,Spain,,1
12997,UEFA Euro qualification,2007-10-17,France,2,0,Lithuania,,1
12998,UEFA Euro qualification,2007-10-17,Germany,0,3,Czech Republic,,1
12999,Friendly,2007-10-17,Japan,4,1,Egypt,,1
13000,UEFA Euro qualification,2007-10-17,Kazakhstan,1,2,Portugal,,1
13001,Friendly,2007-10-17,Mexico,2,3,Guatemala,,0
13002,Friendly,2007-10-17,Morocco,2,0,Namibia,,1
13003,UEFA Euro qualification,2007-10-17,Netherlands,2,0,Slovenia,,1
13004,FIFA World Cup qualification,2007-10-17,Paraguay,1,0,Uruguay,,1
13005,Friendly,2007-10-17,Poland,0,1,Hungary,,1
13006,UEFA Euro qualification,2007-10-17,Russia,2,1,England,,1
13007,UEFA Euro qualification,2007-10-17,San Marino,1,2,Wales,,1
13008,Friendly,2007-10-17,Switzerland,0,1,United States,,1
13009,Friendly,2007-10-17,United Arab Emirates,0,1,Tunisia,,1
13010,FIFA World Cup qualification,2007-10-21,Sri Lanka,0,1,Qatar,,1
13011,FIFA World Cup qualification,2007-10-28,Qatar,5,0,Sri Lanka,,1
13012,Friendly,2007-02-11,Saudi Arabia,1,0,Namibia,,1
13013,Friendly,2007-09-11,Saudi Arabia,2,0,Estonia,,1
13014,Friendly,2007-11-16,Austria,0,1,England,,1
13015,Friendly,2007-11-16,France,2,2,Morocco,,1
13016,Friendly,2007-11-16,Qatar,1,2,Georgia,,1
13017,FIFA World Cup qualification,2007-11-17,Argentina,3,0,Bolivia,,1
13018,Friendly,2007-11-17,Australia,1,0,Nigeria,,0
13019,UEFA Euro qualification,2007-11-17,Germany,4,0,Cyprus,,1
13020,UEFA Euro qualification,2007-11-17,North Macedonia,2,0,Croatia,,1
13021,UEFA Euro qualification,2007-11-17,Netherlands,1,0,Luxembourg,,1
13022,UEFA Euro qualification,2007-11-17,Northern Ireland,2,1,Denmark,,1
13023,FIFA World Cup qualification,2007-11-17,Paraguay,5,1,Ecuador,,1
13024,UEFA Euro qualification,2007-11-17,Poland,2,0,Belgium,,1
13025,UEFA Euro qualification,2007-11-17,Portugal,1,0,Armenia,,1
13026,Friendly,2007-11-17,Senegal,3,2,Mali,,0
13027,Friendly,2007-11-17,South Africa,0,1,United States,,1
13028,UEFA Euro qualification,2007-11-17,Spain,3,0,Sweden,,1
13029,Friendly,2007-11-17,Tunisia,2,0,Namibia,,1
13030,UEFA Euro qualification,2007-11-17,Wales,2,2,Republic of Ireland,,1
13031,Friendly,2007-11-18,Ghana,2,0,Togo,,1
13032,FIFA World Cup qualification,2007-11-18,Peru,1,1,Brazil,,1
13033,FIFA World Cup qualification,2007-11-18,Uruguay,2,2,Chile,,1
13034,FIFA World Cup qualification,2007-11-20,Colombia,2,1,Argentina,,1
13035,Friendly,2007-11-20,South Africa,2,0,Canada,,1
13036,Friendly,2007-11-20,Switzerland,0,1,Nigeria,,1
13037,Friendly,2007-11-21,Austria,0,0,Tunisia,,1
13038,UEFA Euro qualification,2007-11-21,Azerbaijan,0,1,Belgium,,1
13039,UEFA Euro qualification,2007-11-21,Belarus,2,1,Netherlands,,1
13040,FIFA World Cup qualification,2007-11-21,Brazil,2,1,Uruguay,,1
13041,UEFA Euro qualification,2007-11-21,Denmark,3,0,Iceland,,1
13042,FIFA World Cup qualification,2007-11-21,Ecuador,5,1,Peru,,1
13043,UEFA Euro qualification,2007-11-21,England,2,3,Croatia,,1
13044,UEFA Euro qualification,2007-11-21,Germany,0,0,Wales,,1
13045,Friendly,2007-11-21,Ghana,4,2,Benin,,1
13046,Friendly,2007-11-21,Morocco,3,0,Senegal,,0
13047,Friendly,2007-11-21,Panama,1,1,Costa Rica,,1
13048,UEFA Euro qualification,2007-11-21,Portugal,0,0,Finland,,1
13049,Friendly,2007-11-21,Qatar,1,6,Ivory Coast,,1
13050,UEFA Euro qualification,2007-11-21,Serbia,2,2,Poland,,1
13051,UEFA Euro qualification,2007-11-21,Spain,1,0,Northern Ireland,,1
13052,UEFA Euro qualification,2007-11-21,Ukraine,2,2,France,,1
13053,UEFA Euro qualification,2007-11-24,Serbia,1,0,Kazakhstan,,1
13054,Friendly,2007-12-27,Galicia,1,1,Cameroon,,1
13055,Friendly,2008-06-01,Tunisia,1,2,Zambia,,1
13056,Friendly,2008-08-01,Tunisia,1,0,Zambia,,1
13057,Friendly,2008-10-01,Qatar,0,0,Iran,,1
13058,Friendly,2008-12-01,Morocco,2,0,Zambia,,1
13059,Friendly,2008-12-01,Senegal,3,1,Namibia,,1
13060,Friendly,2008-01-13,Costa Rica,0,1,Sweden,,1
13061,Friendly,2008-01-13,Syria,0,0,Qatar,,1
13062,Friendly,2008-01-16,Benin,1,2,Senegal,,0
13063,Friendly,2008-01-16,Morocco,2,1,Angola,,1
13064,Friendly,2008-01-19,United States,2,0,Sweden,,1
13065,African Cup of Nations,2008-01-20,Ghana,2,1,Guinea,,1
13066,African Cup of Nations,2008-01-21,Namibia,1,5,Morocco,,0
13067,African Cup of Nations,2008-01-22,Egypt,4,2,Cameroon,,0
13068,African Cup of Nations,2008-01-23,Tunisia,2,2,Senegal,,0
13069,African Cup of Nations,2008-01-24,Ghana,1,0,Namibia,,1
13070,African Cup of Nations,2008-01-24,Guinea,3,2,Morocco,,0
13071,African Cup of Nations,2008-01-26,Cameroon,5,1,Zambia,,0
13072,Friendly,2008-01-26,Japan,0,0,Chile,,1
13073,African Cup of Nations,2008-01-27,Senegal,1,3,Angola,,0
13074,African Cup of Nations,2008-01-27,Tunisia,3,1,South Africa,,0
13075,African Cup of Nations,2008-01-28,Ghana,2,0,Morocco,,1
13076,African Cup of Nations,2008-01-30,Cameroon,3,0,Sudan,,0
13077,Friendly,2008-01-30,Iran,0,0,Costa Rica,,1
13078,Friendly,2008-01-30,Japan,3,0,Bosnia and Herzegovina,,1
13079,Friendly,2008-01-30,South Korea,0,1,Chile,,1
13080,Friendly,2008-01-30,Martinique,0,1,Canada,,1
13081,Friendly,2008-01-30,Saudi Arabia,2,1,Luxembourg,,1
13082,African Cup of Nations,2008-01-31,Senegal,1,1,South Africa,,0
13083,African Cup of Nations,2008-01-31,Tunisia,0,0,Angola,,0
13084,African Cup of Nations,2008-03-02,Ghana,2,1,Nigeria,,1
13085,African Cup of Nations,2008-04-02,Tunisia,2,3,Cameroon,,0
13086,FIFA World Cup qualification,2008-06-02,Australia,3,0,Qatar,,1
13087,Friendly,2008-06-02,Austria,0,3,Germany,,1
13088,Friendly,2008-06-02,Croatia,0,3,Netherlands,,1
13089,Friendly,2008-06-02,Czech Republic,0,2,Poland,,0
13090,Friendly,2008-06-02,England,2,1,Switzerland,,1
13091,FIFA World Cup qualification,2008-06-02,Iran,0,0,Syria,,1
13092,Friendly,2008-06-02,Republic of Ireland,0,1,Brazil,,1
13093,Friendly,2008-06-02,Italy,3,1,Portugal,,0
13094,Friendly,2008-06-02,Jamaica,1,1,Costa Rica,,1
13095,FIFA World Cup qualification,2008-06-02,Japan,4,1,Thailand,,1
13096,FIFA World Cup qualification,2008-06-02,South Korea,4,0,Turkmenistan,,1
13097,Friendly,2008-06-02,North Macedonia,1,1,Serbia,,1
13098,FIFA World Cup qualification,2008-06-02,Saudi Arabia,2,0,Singapore,,1
13099,Friendly,2008-06-02,Slovenia,1,2,Denmark,,1
13100,Friendly,2008-06-02,Spain,1,0,France,,1
13101,Friendly,2008-06-02,Uruguay,2,2,Colombia,,1
13102,Friendly,2008-06-02,United States,2,2,Mexico,,1
13103,Friendly,2008-06-02,Wales,3,0,Norway,,1
13104,African Cup of Nations,2008-07-02,Ghana,0,1,Cameroon,,1
13105,African Cup of Nations,2008-09-02,Ghana,4,2,Ivory Coast,,1
13106,African Cup of Nations,2008-10-02,Cameroon,0,1,Egypt,,0
13107,EAFF Championship,2008-02-17,China PR,2,3,South Korea,,1
13108,EAFF Championship,2008-02-17,Japan,1,1,North Korea,,0
13109,EAFF Championship,2008-02-20,China PR,0,1,Japan,,1
13110,EAFF Championship,2008-02-20,South Korea,1,1,North Korea,,0
13111,EAFF Championship,2008-02-23,Japan,1,1,South Korea,,0
13112,Friendly,2008-02-27,Poland,2,0,Estonia,,1
13113,Friendly,2008-04-03,Qatar,1,2,Bahrain,,1
13114,Friendly,2008-03-16,Qatar,2,1,Jordan,,1
13115,Friendly,2008-03-21,Bahrain,1,0,Iran,,1
13116,Friendly,2008-03-22,Singapore,0,0,Australia,,1
13117,Friendly,2008-03-26,Austria,3,4,Netherlands,,1
13118,FIFA World Cup qualification,2008-03-26,Bahrain,1,0,Japan,,1
13119,Friendly,2008-03-26,Belgium,1,4,Morocco,,1
13120,Friendly,2008-03-26,Brazil,1,0,Sweden,,0
13121,FIFA World Cup qualification,2008-03-26,China PR,0,0,Australia,,1
13122,Friendly,2008-03-26,Denmark,1,1,Czech Republic,,1
13123,Friendly,2008-03-26,Ecuador,3,1,Haiti,,1
13124,Friendly,2008-03-26,Egypt,0,2,Argentina,,1
13125,Friendly,2008-03-26,Estonia,2,0,Canada,,1
13126,Friendly,2008-03-26,France,1,0,England,,1
13127,Friendly,2008-03-26,Ghana,1,2,Mexico,,0
13128,Friendly,2008-03-26,Ivory Coast,0,2,Tunisia,,0
13129,FIFA World Cup qualification,2008-03-26,North Korea,0,0,South Korea,,0
13130,FIFA World Cup qualification,2008-03-26,Kuwait,2,2,Iran,,1
13131,Friendly,2008-03-26,Luxembourg,0,2,Wales,,1
13132,Friendly,2008-03-26,Peru,3,1,Costa Rica,,1
13133,Friendly,2008-03-26,Poland,0,3,United States,,1
13134,Friendly,2008-03-26,Portugal,1,2,Greece,,0
13135,FIFA World Cup qualification,2008-03-26,Qatar,2,0,Iraq,,1
13136,Friendly,2008-03-26,Scotland,1,1,Croatia,,1
13137,Friendly,2008-03-26,Spain,1,0,Italy,,1
13138,Friendly,2008-03-26,Switzerland,0,4,Germany,,1
13139,Friendly,2008-03-26,Ukraine,2,0,Serbia,,1
13140,FIFA World Cup qualification,2008-03-26,Uzbekistan,3,0,Saudi Arabia,,1
13141,Friendly,2008-04-16,Mexico,1,0,China PR,,0
13142,Friendly,2008-05-23,Australia,1,0,Ghana,,1
13143,Friendly,2008-05-23,Qatar,1,1,Kuwait,,1
13144,Friendly,2008-05-24,Croatia,1,0,Moldova,,1
13145,Friendly,2008-05-24,Republic of Ireland,1,1,Serbia,,1
13146,Kirin Cup,2008-05-24,Japan,1,0,Ivory Coast,,1
13147,Friendly,2008-05-24,Netherlands,3,0,Ukraine,,1
13148,Friendly,2008-05-24,Saudi Arabia,1,0,Syria,,1
13149,Friendly,2008-05-24,Switzerland,2,0,Slovakia,,1
13150,Friendly,2008-05-24,Catalonia,0,1,Argentina,,1
13151,Friendly,2008-05-25,Iran,3,2,Zambia,,1
13152,Friendly,2008-05-25,Turkey,2,3,Uruguay,,0
13153,Friendly,2008-05-26,North Macedonia,1,1,Poland,,0
13154,Friendly,2008-05-27,Albania,0,1,Poland,,0
13155,Friendly,2008-05-27,France,2,0,Ecuador,,1
13156,Friendly,2008-05-27,Germany,2,2,Belarus,,1
13157,Kirin Cup,2008-05-27,Japan,0,0,Paraguay,,1
13158,Friendly,2008-05-27,Qatar,2,1,Lebanon,,1
13159,Friendly,2008-05-27,Saudi Arabia,2,1,Kuwait,,1
13160,Friendly,2008-05-28,England,2,0,United States,,1
13161,Friendly,2008-05-28,Iceland,0,1,Wales,,1
13162,Friendly,2008-05-28,Norway,2,2,Uruguay,,1
13163,Friendly,2008-05-28,Russia,2,1,Serbia,,0
13164,Friendly,2008-05-29,Netherlands,1,1,Denmark,,1
13165,Friendly,2008-05-30,Italy,3,1,Belgium,,1
13166,Friendly,2008-05-30,Switzerland,3,0,Liechtenstein,,1
13167,Friendly,2008-05-31,Brazil,3,2,Canada,,0
13168,FIFA World Cup qualification,2008-05-31,Cameroon,2,0,Cape Verde,,1
13169,Friendly,2008-05-31,France,0,0,Paraguay,,1
13170,Friendly,2008-05-31,Germany,2,1,Serbia,,1
13171,Friendly,2008-05-31,Hungary,1,1,Croatia,,1
13172,FIFA World Cup qualification,2008-05-31,South Korea,2,2,Jordan,,1
13173,FIFA World Cup qualification,2008-05-31,Morocco,3,0,Ethiopia,,1
13174,Friendly,2008-05-31,Portugal,2,0,Georgia,,1
13175,FIFA World Cup qualification,2008-05-31,Senegal,1,0,Algeria,,1
13176,Friendly,2008-05-31,Spain,2,1,Peru,,1
13177,FIFA World Cup qualification,2008-01-06,Australia,1,0,Iraq,,1
13178,FIFA World Cup qualification,2008-01-06,Ghana,3,0,Libya,,1
13179,Friendly,2008-01-06,Netherlands,2,0,Wales,,1
13180,Friendly,2008-01-06,Poland,1,1,Denmark,,1
13181,Friendly,2008-01-06,Trinidad and Tobago,0,3,England,,1
13182,FIFA World Cup qualification,2008-01-06,Tunisia,1,2,Burkina Faso,,1
13183,FIFA World Cup qualification,2008-02-06,Iran,0,0,United Arab Emirates,,1
13184,FIFA World Cup qualification,2008-02-06,Japan,3,0,Oman,,1
13185,FIFA World Cup qualification,2008-02-06,Qatar,0,0,China PR,,1
13186,FIFA World Cup qualification,2008-02-06,Saudi Arabia,4,1,Lebanon,,1
13187,Friendly,2008-03-06,France,1,0,Colombia,,1
13188,Friendly,2008-04-06,Mexico,1,4,Argentina,,0
13189,Friendly,2008-04-06,Panama,2,2,Canada,,0
13190,Friendly,2008-04-06,Spain,1,0,United States,,1
13191,Friendly,2008-06-06,Brazil,0,2,Venezuela,,0
13192,FIFA World Cup qualification,2008-07-06,China PR,0,1,Qatar,,1
13193,FIFA World Cup qualification,2008-07-06,Iraq,1,0,Australia,,0
13194,FIFA World Cup qualification,2008-07-06,Jordan,0,1,South Korea,,1
13195,FIFA World Cup qualification,2008-07-06,Mauritania,1,4,Morocco,,1
13196,FIFA World Cup qualification,2008-07-06,Oman,1,1,Japan,,1
13197,UEFA Euro,2008-07-06,Portugal,2,0,Turkey,,0
13198,FIFA World Cup qualification,2008-07-06,Saudi Arabia,2,1,Lebanon,,1
13199,FIFA World Cup qualification,2008-07-06,Seychelles,0,2,Tunisia,,1
13200,UEFA Euro,2008-07-06,Switzerland,0,1,Czech Republic,,1
13201,FIFA World Cup qualification,2008-07-06,United Arab Emirates,0,1,Iran,,1
13202,UEFA Euro,2008-08-06,Austria,0,1,Croatia,,1
13203,FIFA World Cup qualification,2008-08-06,Gambia,0,0,Senegal,,1
13204,UEFA Euro,2008-08-06,Germany,2,0,Poland,,0
13205,FIFA World Cup qualification,2008-08-06,Lesotho,2,3,Ghana,,0
13206,FIFA World Cup qualification,2008-08-06,Mauritius,0,3,Cameroon,,1
13207,Friendly,2008-08-06,Mexico,4,0,Peru,,0
13208,Friendly,2008-08-06,United States,0,0,Argentina,,1
13209,UEFA Euro,2008-09-06,Netherlands,3,0,Italy,,0
13210,UEFA Euro,2008-09-06,Romania,0,0,France,,0
13211,UEFA Euro,2008-10-06,Spain,4,1,Russia,,0
13212,UEFA Euro,2008-11-06,Czech Republic,1,3,Portugal,,0
13213,UEFA Euro,2008-11-06,Switzerland,1,2,Turkey,,1
13214,UEFA Euro,2008-12-06,Austria,1,1,Poland,,1
13215,UEFA Euro,2008-12-06,Croatia,2,1,Germany,,0
13216,UEFA Euro,2008-06-13,Netherlands,4,1,France,,0
13217,FIFA World Cup qualification,2008-06-14,Gabon,2,0,Ghana,,1
13218,FIFA World Cup qualification,2008-06-14,Grenada,2,2,Costa Rica,,1
13219,FIFA World Cup qualification,2008-06-14,Qatar,1,3,Australia,,1
13220,FIFA World Cup qualification,2008-06-14,Rwanda,3,1,Morocco,,1
13221,FIFA World Cup qualification,2008-06-14,Singapore,0,3,Saudi Arabia,,1
13222,UEFA Euro,2008-06-14,Sweden,1,2,Spain,,0
13223,FIFA World Cup qualification,2008-06-14,Syria,0,2,Iran,,1
13224,FIFA World Cup qualification,2008-06-14,Tanzania,0,0,Cameroon,,1
13225,FIFA World Cup qualification,2008-06-14,Thailand,0,3,Japan,,1
13226,FIFA World Cup qualification,2008-06-14,Turkmenistan,1,3,South Korea,,1
13227,FIFA World Cup qualification,2008-06-14,Uruguay,1,1,Venezuela,,1
13228,FIFA World Cup qualification,2008-06-15,Argentina,1,1,Ecuador,,1
13229,FIFA World Cup qualification,2008-06-15,Belize,0,2,Mexico,,0
13230,FIFA World Cup qualification,2008-06-15,Burundi,0,1,Tunisia,,1
13231,FIFA World Cup qualification,2008-06-15,Liberia,2,2,Senegal,,1
13232,FIFA World Cup qualification,2008-06-15,Paraguay,2,0,Brazil,,1
13233,UEFA Euro,2008-06-15,Switzerland,2,0,Portugal,,1
13234,FIFA World Cup qualification,2008-06-15,United States,8,0,Barbados,,1
13235,UEFA Euro,2008-06-16,Austria,0,1,Germany,,1
13236,UEFA Euro,2008-06-16,Poland,0,1,Croatia,,0
13237,UEFA Euro,2008-06-17,France,0,2,Italy,,0
13238,UEFA Euro,2008-06-17,Netherlands,2,0,Romania,,0
13239,FIFA World Cup qualification,2008-06-17,Uruguay,6,0,Peru,,1
13240,FIFA World Cup qualification,2008-06-18,Ecuador,0,0,Colombia,,1
13241,UEFA Euro,2008-06-18,Greece,1,2,Spain,,0
13242,FIFA World Cup qualification,2008-06-18,Brazil,0,0,Argentina,,1
13243,UEFA Euro,2008-06-19,Portugal,2,3,Germany,,0
13244,FIFA World Cup qualification,2008-06-20,Canada,4,1,Saint Vincent and the Grenadines,,1
13245,UEFA Euro,2008-06-20,Croatia,1,1,Turkey,Turkey win on penalties,0
13246,FIFA World Cup qualification,2008-06-21,Cameroon,2,1,Tanzania,,1
13247,FIFA World Cup qualification,2008-06-21,Costa Rica,3,0,Grenada,,1
13248,FIFA World Cup qualification,2008-06-21,Mexico,7,0,Belize,,1
13249,FIFA World Cup qualification,2008-06-21,Morocco,2,0,Rwanda,,1
13250,UEFA Euro,2008-06-21,Netherlands,1,3,Russia,,0
13251,FIFA World Cup qualification,2008-06-21,Senegal,3,1,Liberia,,1
13252,FIFA World Cup qualification,2008-06-21,Tunisia,2,1,Burundi,,1
13253,FIFA World Cup qualification,2008-06-22,Australia,0,1,China PR,,1
13254,FIFA World Cup qualification,2008-06-22,Barbados,0,1,United States,,1
13255,FIFA World Cup qualification,2008-06-22,Ghana,2,0,Gabon,,1
13256,FIFA World Cup qualification,2008-06-22,Iran,2,0,Kuwait,,1
13257,FIFA World Cup qualification,2008-06-22,Iraq,0,1,Qatar,,0
13258,FIFA World Cup qualification,2008-06-22,Japan,1,0,Bahrain,,1
13259,FIFA World Cup qualification,2008-06-22,South Korea,0,0,North Korea,,1
13260,FIFA World Cup qualification,2008-06-22,Saudi Arabia,4,0,Uzbekistan,,1
13261,UEFA Euro,2008-06-22,Spain,0,0,Italy,Spain win on penalties,0
13262,UEFA Euro,2008-06-25,Germany,3,2,Turkey,,0
13263,UEFA Euro,2008-06-26,Russia,0,3,Spain,,0
13264,UEFA Euro,2008-06-29,Germany,0,1,Spain,,0
13265,WAFF Championship,2008-07-08,Iran,3,0,Palestine,,1
13266,WAFF Championship,2008-09-08,Palestine,0,1,Qatar,,0
13267,WAFF Championship,2008-11-08,Iran,6,1,Qatar,,1
13268,WAFF Championship,2008-08-13,Iran,2,0,Syria,,1
13269,WAFF Championship,2008-08-13,Jordan,3,0,Qatar,,0
13270,WAFF Championship,2008-08-15,Iran,2,1,Jordan,,1
13271,Friendly,2008-08-19,Australia,2,2,South Africa,,0
13272,Friendly,2008-08-20,Belarus,0,0,Argentina,,1
13273,FIFA World Cup qualification,2008-08-20,Canada,1,1,Jamaica,,1
13274,Friendly,2008-08-20,Colombia,0,1,Ecuador,,0
13275,FIFA World Cup qualification,2008-08-20,Costa Rica,1,0,El Salvador,,1
13276,Friendly,2008-08-20,Denmark,0,3,Spain,,1
13277,Friendly,2008-08-20,England,2,2,Czech Republic,,1
13278,Friendly,2008-08-20,Germany,2,0,Belgium,,1
13279,FIFA World Cup qualification,2008-08-20,Guatemala,0,1,United States,,1
13280,Friendly,2008-08-20,Japan,1,3,Uruguay,,1
13281,Friendly,2008-08-20,Libya,0,0,Senegal,,1
13282,FIFA World Cup qualification,2008-08-20,Mexico,2,1,Honduras,,1
13283,Friendly,2008-08-20,Morocco,3,1,Benin,,1
13284,Friendly,2008-08-20,Portugal,5,0,Faroe Islands,,1
13285,Friendly,2008-08-20,Qatar,5,0,Tajikistan,,1
13286,Friendly,2008-08-20,Russia,1,1,Netherlands,,1
13287,Friendly,2008-08-20,Saudi Arabia,1,1,Paraguay,,0
13288,Friendly,2008-08-20,Slovenia,2,3,Croatia,,1
13289,Friendly,2008-08-20,Sweden,2,3,France,,1
13290,Friendly,2008-08-20,Switzerland,4,1,Cyprus,,1
13291,Friendly,2008-08-20,Tanzania,1,1,Ghana,,1
13292,Friendly,2008-08-20,Tunisia,1,1,Angola,,1
13293,Friendly,2008-08-20,Ukraine,1,0,Poland,,1
13294,Friendly,2008-08-20,Wales,1,2,Georgia,,1
13295,Friendly,2008-08-24,Qatar,2,1,North Korea,,1
13296,Friendly,2008-08-27,Iran,1,0,Azerbaijan,,1
13297,Friendly,2008-08-30,Saudi Arabia,2,1,Qatar,,1
13298,FIFA World Cup qualification,2008-05-09,Algeria,3,2,Senegal,,1
13299,Friendly,2008-05-09,South Korea,1,0,Jordan,,1
13300,FIFA World Cup qualification,2008-05-09,Libya,1,0,Ghana,,1
13301,FIFA World Cup qualification,2008-06-09,Andorra,0,2,England,,0
13302,FIFA World Cup qualification,2008-06-09,Argentina,1,1,Paraguay,,1
13303,FIFA World Cup qualification,2008-06-09,Austria,3,1,France,,1
13304,FIFA World Cup qualification,2008-06-09,Bahrain,2,3,Japan,,1
13305,FIFA World Cup qualification,2008-06-09,Belgium,3,2,Estonia,,1
13306,FIFA World Cup qualification,2008-06-09,Burkina Faso,0,0,Tunisia,,1
13307,FIFA World Cup qualification,2008-06-09,Cape Verde,1,2,Cameroon,,1
13308,FIFA World Cup qualification,2008-06-09,Colombia,0,1,Uruguay,,1
13309,FIFA World Cup qualification,2008-06-09,Croatia,3,0,Kazakhstan,,1
13310,FIFA World Cup qualification,2008-06-09,Cuba,0,1,United States,,1
13311,FIFA World Cup qualification,2008-06-09,Ecuador,3,1,Bolivia,,1
13312,FIFA World Cup qualification,2008-06-09,Hungary,0,0,Denmark,,1
13313,FIFA World Cup qualification,2008-06-09,Israel,2,2,Switzerland,,1
13314,FIFA World Cup qualification,2008-06-09,Liechtenstein,0,6,Germany,,1
13315,FIFA World Cup qualification,2008-06-09,Malta,0,4,Portugal,,1
13316,Friendly,2008-06-09,Netherlands,1,2,Australia,,1
13317,Friendly,2008-06-09,Oman,0,0,Morocco,,1
13318,FIFA World Cup qualification,2008-06-09,Poland,1,1,Slovenia,,1
13319,FIFA World Cup qualification,2008-06-09,Qatar,3,0,Uzbekistan,,1
13320,FIFA World Cup qualification,2008-06-09,Saudi Arabia,1,1,Iran,,1
13321,FIFA World Cup qualification,2008-06-09,Serbia,2,0,Faroe Islands,,1
13322,FIFA World Cup qualification,2008-06-09,Spain,1,0,Bosnia and Herzegovina,,1
13323,FIFA World Cup qualification,2008-06-09,Wales,1,0,Azerbaijan,,1
13324,FIFA World Cup qualification,2008-07-09,Chile,0,3,Brazil,,1
13325,FIFA World Cup qualification,2008-10-09,Brazil,0,0,Bolivia,,1
13326,FIFA World Cup qualification,2008-10-09,Croatia,1,4,England,,1
13327,FIFA World Cup qualification,2008-10-09,Finland,3,3,Germany,,1
13328,FIFA World Cup qualification,2008-10-09,France,2,1,Serbia,,1
13329,FIFA World Cup qualification,2008-10-09,Haiti,1,3,Costa Rica,,1
13330,FIFA World Cup qualification,2008-10-09,North Korea,1,1,South Korea,,0
13331,FIFA World Cup qualification,2008-10-09,North Macedonia,1,2,Netherlands,,1
13332,FIFA World Cup qualification,2008-10-09,Mexico,2,1,Canada,,1
13333,FIFA World Cup qualification,2008-10-09,Peru,1,1,Argentina,,1
13334,FIFA World Cup qualification,2008-10-09,Portugal,2,3,Denmark,,1
13335,FIFA World Cup qualification,2008-10-09,Qatar,1,1,Bahrain,,1
13336,FIFA World Cup qualification,2008-10-09,Russia,2,1,Wales,,1
13337,FIFA World Cup qualification,2008-10-09,San Marino,0,2,Poland,,1
13338,FIFA World Cup qualification,2008-10-09,Spain,4,0,Armenia,,1
13339,FIFA World Cup qualification,2008-10-09,Switzerland,1,2,Luxembourg,,1
13340,FIFA World Cup qualification,2008-10-09,Turkey,1,1,Belgium,,1
13341,FIFA World Cup qualification,2008-10-09,United Arab Emirates,1,2,Saudi Arabia,,1
13342,FIFA World Cup qualification,2008-10-09,Uruguay,0,0,Ecuador,,1
13343,FIFA World Cup qualification,2008-10-09,United States,3,0,Trinidad and Tobago,,1
13344,FIFA World Cup qualification,2008-10-09,Uzbekistan,0,1,Australia,,1
13345,Friendly,2008-09-24,Mexico,0,1,Chile,,0
13346,Friendly,2008-09-10,Japan,1,1,United Arab Emirates,,1
13347,FIFA World Cup qualification,2008-11-10,Argentina,2,1,Uruguay,,1
13348,FIFA World Cup qualification,2008-11-10,Belgium,2,0,Armenia,,1
13349,FIFA World Cup qualification,2008-11-10,Cameroon,5,0,Mauritius,,1
13350,FIFA World Cup qualification,2008-11-10,Denmark,3,0,Malta,,1
13351,FIFA World Cup qualification,2008-11-10,England,5,1,Kazakhstan,,1
13352,FIFA World Cup qualification,2008-11-10,Estonia,0,3,Spain,,1
13353,FIFA World Cup qualification,2008-11-10,Germany,2,1,Russia,,1
13354,FIFA World Cup qualification,2008-11-10,Ghana,3,0,Lesotho,,1
13355,FIFA World Cup qualification,2008-11-10,Honduras,3,1,Canada,,1
13356,FIFA World Cup qualification,2008-11-10,Jamaica,1,0,Mexico,,1
13357,Friendly,2008-11-10,South Korea,3,0,Uzbekistan,,1
13358,FIFA World Cup qualification,2008-11-10,Morocco,4,1,Mauritania,,1
13359,FIFA World Cup qualification,2008-11-10,Netherlands,2,0,Iceland,,1
13360,FIFA World Cup qualification,2008-11-10,Poland,2,1,Czech Republic,,1
13361,FIFA World Cup qualification,2008-11-10,Romania,2,2,France,,1
13362,FIFA World Cup qualification,2008-11-10,Senegal,1,1,Gambia,,1
13363,FIFA World Cup qualification,2008-11-10,Serbia,3,0,Lithuania,,1
13364,FIFA World Cup qualification,2008-11-10,Suriname,1,4,Costa Rica,,1
13365,FIFA World Cup qualification,2008-11-10,Sweden,0,0,Portugal,,1
13366,FIFA World Cup qualification,2008-11-10,Switzerland,2,1,Latvia,,1
13367,FIFA World Cup qualification,2008-11-10,Tunisia,5,0,Seychelles,,1
13368,FIFA World Cup qualification,2008-11-10,Ukraine,0,0,Croatia,,1
13369,FIFA World Cup qualification,2008-11-10,United States,6,1,Cuba,,1
13370,FIFA World Cup qualification,2008-11-10,Wales,2,0,Liechtenstein,,1
13371,FIFA World Cup qualification,2008-12-10,Ecuador,1,0,Chile,,1
13372,FIFA World Cup qualification,2008-12-10,Venezuela,0,4,Brazil,,1
13373,FIFA World Cup qualification,2008-10-14,Bolivia,2,2,Uruguay,,1
13374,Friendly,2008-10-14,France,3,1,Tunisia,,1
13375,FIFA World Cup qualification,2008-10-15,Australia,4,0,Qatar,,1
13376,FIFA World Cup qualification,2008-10-15,Austria,1,3,Serbia,,1
